Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,90th Percentile,2018,Days,519.0
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,Volume,2018,Number of cases,116.0
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,% Meeting Benchmark,2018,Proportion,42.0
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,50th Percentile,2018,Days,223.0
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,90th Percentile,2018,Days,531.0
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,Volume,2018,Number of cases,97.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,% Meeting Benchmark,2018,Proportion,82.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,50th Percentile,2018,Days,102.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,90th Percentile,2018,Days,258.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,Volume,2018,Number of cases,105.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2018,Proportion,45.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2018,Days,194.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2018,Days,649.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2018,Number of cases,366.0
Provincial,Nova Scotia,,Knee Replacement,% Meeting Benchmark,2018,Proportion,47.0
Provincial,Nova Scotia,,Knee Replacement,50th Percentile,2018,Days,194.0
Provincial,Nova Scotia,,Knee Replacement,90th Percentile,2018,Days,581.0
Provincial,Nova Scotia,,Knee Replacement,Volume,2018,Number of cases,1244.0
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,% Meeting Benchmark,2018,Proportion,29.0
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,50th Percentile,2018,Days,300.0
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,90th Percentile,2018,Days,581.0
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,Volume,2018,Number of cases,277.0
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,% Meeting Benchmark,2018,Proportion,33.0
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,50th Percentile,2018,Days,263.0
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,90th Percentile,2018,Days,475.0
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,Volume,2018,Number of cases,189.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,% Meeting Benchmark,2018,Proportion,74.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,50th Percentile,2018,Days,110.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,90th Percentile,2018,Days,270.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,Volume,2018,Number of cases,235.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2018,Proportion,48.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2018,Days,190.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2018,Days,751.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2018,Number of cases,543.0
Provincial,Nova Scotia,,Lung Cancer Surgery,50th Percentile,2018,Days,36.0
Provincial,Nova Scotia,,Lung Cancer Surgery,90th Percentile,2018,Days,72.0
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,2018,Number of cases,169.0
Provincial,Nova Scotia,,MRI Scan,50th Percentile,2018,Days,57.0
Provincial,Nova Scotia,,MRI Scan,90th Percentile,2018,Days,237.0
Provincial,Nova Scotia,,MRI Scan,Volume,2018,Number of cases,13101.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th Percentile,2018,Days,40.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th Percentile,2018,Days,80.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,2018,Number of cases,83.0
Provincial,Nova Scotia,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,96.0
Provincial,Nova Scotia,,Radiation Therapy,50th Percentile,2018,Days,10.0
Provincial,Nova Scotia,,Radiation Therapy,90th Percentile,2018,Days,25.0
Provincial,Nova Scotia,,Radiation Therapy,Volume,2018,Number of cases,1429.0
Provincial,Ontario,,Bladder Cancer Surgery,50th Percentile,2018,Days,23.0
Provincial,Ontario,,Bladder Cancer Surgery,90th Percentile,2018,Days,62.0
Provincial,Ontario,,Bladder Cancer Surgery,Volume,2018,Number of cases,5853.0
Provincial,Ontario,,Breast Cancer Surgery,50th Percentile,2018,Days,16.0
Provincial,Ontario,,Breast Cancer Surgery,90th Percentile,2018,Days,31.0
Provincial,Ontario,,Breast Cancer Surgery,Volume,2018,Number of cases,6046.0
Provincial,Ontario,,CABG,50th Percentile,2018,Days,7.0
Provincial,Ontario,,CABG,90th Percentile,2018,Days,48.0
Provincial,Ontario,,CABG,Volume,2018,Number of cases,3020.0
Provincial,Ontario,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,70.0
Provincial,Ontario,,Cataract Surgery,50th Percentile,2018,Days,65.0
Provincial,Ontario,,Cataract Surgery,90th Percentile,2018,Days,222.0
Provincial,Ontario,,Cataract Surgery,Volume,2018,Number of cases,68522.0
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2018,Days,18.0
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2018,Days,39.0
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2018,Number of cases,2366.0
Provincial,Ontario,,CT Scan,50th Percentile,2018,Days,6.0
Provincial,Ontario,,CT Scan,90th Percentile,2018,Days,39.0
Provincial,Ontario,,CT Scan,Volume,2018,Number of cases,502736.0
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,87.3440285204991
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2018,Hours,23.6333333333333
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2018,Hours,52.1083333333333
Provincial,Ontario,,Hip Fracture Repair,Volume,2018,Number of cases,5610.0
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,80.0038865137971
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,28.9166666666667
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2018,Hours,58.6666666666667
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,5146.0
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2018,Proportion,84.0
Provincial,Ontario,,Hip Replacement,50th Percentile,2018,Days,77.0
Provincial,Ontario,,Hip Replacement,90th Percentile,2018,Days,230.0
Provincial,Ontario,,Hip Replacement,Volume,2018,Number of cases,8723.0
Regional,Ontario,West Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,West Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Ontario,West Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Ontario,West Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Ontario,Central Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,Central Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Ontario,Central Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Ontario,Central Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Ontario,Toronto Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,Toronto Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Ontario,Toronto Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Ontario,Toronto Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Ontario,East Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,East Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Ontario,East Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Ontario,East Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Ontario,North East Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,North East Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Ontario,North East Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Ontario,North East Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Ontario,North West Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,North West Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Ontario,North West Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Ontario,North West Region,Hip Replacement,Volume,2018,Number of cases,
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2018,Proportion,79.0
Provincial,Ontario,,Knee Replacement,50th Percentile,2018,Days,85.0
Provincial,Ontario,,Knee Replacement,90th Percentile,2018,Days,285.0
Provincial,Ontario,,Knee Replacement,Volume,2018,Number of cases,15183.0
Regional,Ontario,West Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,West Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Ontario,West Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Ontario,West Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Ontario,Central Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,Central Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Ontario,Central Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Ontario,Central Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Ontario,Toronto Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,Toronto Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Ontario,Toronto Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Ontario,Toronto Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Ontario,East Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,East Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Ontario,East Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Ontario,East Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Ontario,North East Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,North East Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Ontario,North East Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Ontario,North East Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Ontario,North West Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Ontario,North West Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Ontario,North West Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Ontario,North West Region,Knee Replacement,Volume,2018,Number of cases,
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2018,Days,19.0
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2018,Days,40.0
Provincial,Ontario,,Lung Cancer Surgery,Volume,2018,Number of cases,1513.0
Provincial,Ontario,,MRI Scan,50th Percentile,2018,Days,35.0
Provincial,Ontario,,MRI Scan,90th Percentile,2018,Days,96.0
Provincial,Ontario,,MRI Scan,Volume,2018,Number of cases,360689.0
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2018,Days,37.0
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2018,Days,107.0
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2018,Number of cases,1424.0
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,98.09
Provincial,Ontario,,Radiation Therapy,50th Percentile,2018,Days,7.7
Provincial,Ontario,,Radiation Therapy,90th Percentile,2018,Days,16.1
Provincial,Ontario,,Radiation Therapy,Volume,2018,Number of cases,16949.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2018,Days,28.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2018,Days,68.5
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2018,Number of cases,47.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2018,Days,16.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2018,Days,28.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2018,Number of cases,66.0
Provincial,Prince Edward Island,,CABG,50th Percentile,2018,Days,
Provincial,Prince Edward Island,,CABG,90th Percentile,2018,Days,
Provincial,Prince Edward Island,,CABG,Volume,2018,Number of cases,
Provincial,Prince Edward Island,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,47.9
Provincial,Prince Edward Island,,Cataract Surgery,50th Percentile,2018,Days,118.4
Provincial,Prince Edward Island,,Cataract Surgery,90th Percentile,2018,Days,302.0
Provincial,Prince Edward Island,,Cataract Surgery,Volume,2018,Number of cases,603.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2018,Days,15.5
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2018,Days,32.9
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2018,Number of cases,80.0
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2018,Days,18.0
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2018,Days,37.2
Provincial,Prince Edward Island,,CT Scan,Volume,2018,Number of cases,4608.0
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,83.7837837837838
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2018,Hours,21.1
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2018,Hours,68.6166666666667
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2018,Number of cases,37.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,86.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,25.1
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2018,Hours,50.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,57.0
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2018,Proportion,48.6
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2018,Days,189.5
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2018,Days,304.5
Provincial,Prince Edward Island,,Hip Replacement,Volume,2018,Number of cases,109.0
Regional,Prince Edward Island,Health PEI,Hip Replacement,% Meeting Benchmark,2018,Proportion,48.6
Regional,Prince Edward Island,Health PEI,Hip Replacement,50th Percentile,2018,Days,189.5
Regional,Prince Edward Island,Health PEI,Hip Replacement,90th Percentile,2018,Days,304.5
Regional,Prince Edward Island,Health PEI,Hip Replacement,Volume,2018,Number of cases,109.0
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2018,Proportion,26.1
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2018,Days,242.0
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2018,Days,367.5
Provincial,Prince Edward Island,,Knee Replacement,Volume,2018,Number of cases,176.0
Regional,Prince Edward Island,Health PEI,Knee Replacement,% Meeting Benchmark,2018,Proportion,26.1
Regional,Prince Edward Island,Health PEI,Knee Replacement,50th Percentile,2018,Days,242.0
Regional,Prince Edward Island,Health PEI,Knee Replacement,90th Percentile,2018,Days,367.5
Regional,Prince Edward Island,Health PEI,Knee Replacement,Volume,2018,Number of cases,176.0
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2018,Days,
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2018,Days,
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2018,Number of cases,
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2018,Days,40.2
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2018,Days,126.6
Provincial,Prince Edward Island,,MRI Scan,Volume,2018,Number of cases,2441.0
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2018,Days,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2018,Days,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2018,Number of cases,
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,100.0
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2018,Days,8.0
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2018,Days,19.3
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2018,Number of cases,220.0
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2018,Days,26.0
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2018,Days,52.0
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2018,Number of cases,3173.0
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2018,Days,19.0
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2018,Days,30.0
Provincial,Quebec,,Breast Cancer Surgery,Volume,2018,Number of cases,4033.0
Provincial,Quebec,,CABG,50th Percentile,2018,Days,
Provincial,Quebec,,CABG,90th Percentile,2018,Days,
Provincial,Quebec,,CABG,Volume,2018,Number of cases,3316.0
Provincial,Quebec,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,82.9
Provincial,Quebec,,Cataract Surgery,50th Percentile,2018,Days,41.0
Provincial,Quebec,,Cataract Surgery,90th Percentile,2018,Days,151.0
Provincial,Quebec,,Cataract Surgery,Volume,2018,Number of cases,46767.0
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2018,Days,21.0
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2018,Days,43.0
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2018,Number of cases,2008.0
Provincial,Quebec,,CT Scan,50th Percentile,2018,Days,
Provincial,Quebec,,CT Scan,90th Percentile,2018,Days,
Provincial,Quebec,,CT Scan,Volume,2018,Number of cases,
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2018,Hours,
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2018,Hours,
Provincial,Quebec,,Hip Fracture Repair,Volume,2018,Number of cases,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,
